MP,compound,solvent,set
153,COc1ccc2cc(ccc2c1)OC,,train
65,c1ccc(c(c1)C(=O)c2ccc(cc2)Cl)Cl,,train
-55,CCCC(=O)CC,,train
15.499999,BrCCCCCCCCBr,,train
126,O=[N+]([O-])c1ccc(Br)cc1,,train
-3.0000012,N#CCCCCCCC#N,,train
14.999999,CC(=O)c1ccncc1,,train
77,O=Cc1cccc(C#N)c1,,train
-85,C1CCC(C1)N,,train
154,Cc1cc(c(c(c1)C)C(=O)O)C,,train
23.999998,c1ccc(cc1)CNCCNCc2ccccc2,,train
-1.29E-06,Cc1ccccc1c2ccccc2,,train
59,c1ccc(cc1)c2ccc(cc2)C=O,,train
-92,CCC#N,,train
-43,C1CC[C@@H]2CCCC[C@@H]2C1,,train
-97.90001,CCCCOCCCC,,train
119,CC(C)c1cc(c(cc1C(C)C)C(C)C)C(C)C,,train
110,C1CNCCN1,,train
142,OC(=O)c1ccc(C=C)cc1,,train
6.9999986,Cc1cc(C)ccc1[N+](=O)[O-],,train
86,CCOC(=O)C=C2SC(N1CCCCC1)C(=O)N2CC,,train
55,CC(C)(C)c1ccc(c(c1)O)O,,train
-39.999992,CCC(=O)CC,,train
103,C1CC(=O)CC(=O)C1,,train
35,C1CCCCCCCOC(=O)CCCCCC1,,train
-72,c1cc(sc1)Cl,,train
86,c1cc(c(c(c1)[N+](=O)[O-])Cl)[N+](=O)[O-],,train
226,c1c(cc(c(c1C(=O)O)O)Br)Br,,train
45,c1cc(ccc1CC#N)C(F)(F)F,,train
-1.0000013,c1cc(oc1)C(=O)Cl,,train
89,c1ccc(cc1)N2C(=O)C=CC2=O,,train
86,CC(CC(=O)O)CC(=O)O,,train
129,COCC(=O)Nc2cc(Sc1ccccc1)ccc2N=C(NC(=O)OC)NC(=O)OC,,train
79,CNC(=O)c1ccccc1,,train
80,c1ccc2c(c1)OCCOCCOCCOCCO2,,train
-138,COC,,train
27.999998,CCOC(=O)C(C(=O)OCC)C(=O)OCC,,train
115,CC(N)=S,,train
-124,CC=O,,train
129,CC(C)C(N)=O,,train
82,c1ccc(cc1)OCC(COc2ccccc2)O,,train
-85.59999,c1ccco1,,train
60,O=C(O)CCCCCCCCCCCCCCCC,,train
47,C(C(=O)O)Br,,train
-97,CC(O)COC,,train
-23.000002,CCCCCCN,,train
-16.000002,C(CCO)CCO,,train
-76,CC=CC=O,,train
14.999999,CCCCCCCCCCCCC=O,,train
-75,CCCCCCI,,train
84,Cc1cc(ccc1Cl)N,,train
90,C1=CC(=CC=C1[N+](=O)[O-])OC2=C(C=C(C=C2)C(F)(F)F)[N+](=O)[O-],,train
5.0000024,ICI,,train
-6.0000014,Cc1cccc(C)n1,,train
-78,C=C(C)CCCCCC,,train
154,COc1ccccc1c2ccccc2OC,,train
17.999998,CNc1ccccc1C(=O)OC,,train
45,N#Cc1ccccc1Cl,,train
-161.00002,CC1CC=CC1,,train
75,C1=CC=C(C(=C1)C(C2=CC=C(C=C2)Cl)C(Cl)(Cl)Cl)Cl,,train
-118,C/C(C)=C(/C)CC,,train
53,O=C1C=CC(=O)O1,,train
172,Cc1ccc2c(c1)C(=O)c3ccccc3C2=O,,train
13.000003,Nc1ccccc1C(=O)OCC,,train
27.499998,NCCCCN,,train
187,c1ccc(cc1)Nc2ccccc2C(=O)O,,train
27.000002,C1CCS(=O)(=O)C1,,train
97.5,Clc1cc(C(=CCl)OP(=O)(OC)OC)c(Cl)cc1Cl,,train
105,O=C(N)OCC(C)(COC(=O)N)CCC,,train
148,c1ccc(cc1)Oc2cccc(c2)C(=O)O,,train
-35,CCCCCCCCCC(=O)Cl,,train
14.999999,O=S(=O)(Cl)c1ccccc1,,train
50,Ic1ccc(OC)cc1,,train
109,c1ccc(c(c1)C(=O)O)C(F)(F)F,,train
-60.999992,CN(C)C=O,,train
87,CN(C)c1ccc(cc1)Cc2ccc(cc2)N(C)C,,train
55,Cc1cc(c(c(c1)C)S(=O)(=O)Cl)C,,train
33,c1cc(c(cc1F)O)[N+](=O)[O-],,train
66,Oc1ccc(Br)cc1,,train
-81,CCCCCCCC=C,,train
76,c1ccc(cc1)COC(=O)N2CCC[C@H]2C(=O)O,,train
152,CC(=O)Nc1cccc(c1)[N+](=O)[O-],,train
225,O=C1c3c(O)c(OC)c(O)cc3OC(=C1)c2ccc(OC)cc2,,train
-99,CCCc1ccccc1,,train
95,C(COc1ccccc1)Oc2ccccc2,,train
144,N#Cc1c(Cl)cccc1Cl,,train
118,O=Cc1ccc(O)cc1,,train
36,S=P(Oc1ccc(cc1)[N+]([O-])=O)(OC)OC,,train
173,O=C(N)c1ccc(Cl)cc1,,train
53,O(C)c1ccc(N=Nc2ccccc2)cc1,,train
146,IC#N,,train
58,Cc1ccc(cc1OC)N,,train
-22.000002,Cc1cc(cc(c1)C(C)(C)C)C,,train
24.999998,c1ccc(cc1)Oc2ccc(cc2)C=O,,train
170,CS(=O)(=O)c4ccc3Sc1ccccc1N(CCCN2CCC(CC2)C(N)=O)c3c4,,train
216,O=C1CCC2C3CCC4CC(OCc5ccccc5)CCC4(C)C3CCC12C,,train
107,c1ccnc(c1)O,,train
97,COc1ccc(cc1)C(=O)OC(=O)c2ccc(cc2)OC,,train
112.8,CN1CCC(CC1)=C2c4ccccc4C=Cc3ccccc23,,train
65,c1c(cncc1Cl)Cl,,train
-98,CO,,train
262,OCC(=O)[C@]3(O)[C@@]4(C)C[C@H](O)[C@@]2(F)[C@@H](CCC1=CC(=O)C=C[C@@]12C)[C@@H]4C[C@H]3C,,train
27.000002,c1cc(c(cc1Cl)Cl)Br,,train
163,B(c1ccccc1C)(O)O,,train
147,O=C(O)c1ccc(OCCCC)cc1,,train
154.5,O=C3C=Cc2cccc1cccc3c12,,train
43,c1cc(sc1)C(=O)CC(=O)C(F)(F)F,,train
71,c1ccc(cc1)Cn2ccnc2,,train
-43,CC(=O)CC(=O)OCC,,train
32,O=C(Cc1ccccc1)Cc2ccccc2,,train
-85,CC(C)CN,,train
151,NC(=O)OCC(COC(N)=O)c1ccccc1,,train
107,Cc1cc(n[nH]1)C,,train
53,CN1CCN(CC1)CCCN2c4ccccc4Sc3ccccc23,,train
153,OC(=O)CC(O)(CC(O)=O)C(=O)O,,train
-11.000001,CCCCOC(=O)CCCCCCCCC(=O)OCCCC,,train
200,CC(C)c1cc(c(C)c(Br)c1O)C3(OS(=O)(=O)c2ccccc23)c4cc(C(C)C)c(O)c(Br)c4C,,train
44,CCCCS(=O)(=O)CCCC,,train
314,C1=NC2=C(N1)C(=S)N=CN2,,train
-154,CCC(C)C=C,,train
83,COc1ccc(Cl)cc1N,,train
-44,CCc1ccccc1N,,train
124,c1ccc(cc1)NC(=O)NN,,train
-104,C1C=CCCC1,,train
63,[nH0]1cc2ccccc2cc1C,,train
152,c1ccc(cc1)[Si](c2ccccc2)(c3ccccc3)O,,train
82,O=[N+]([O-])c1cc(Br)ccc1Br,,train
175,Oc1ccc(O)cc1,,train
44,N#CN,,train
57,Clc2cc(Cl)ccc2Oc1ccc(Cl)cc1O,,train
-26.000002,ClCC(=O)OCC,,train
208,Clc1c2COC(=O)c2c(Cl)c(Cl)c1Cl,,train
-115,CC(O)CC,,train
180,CCNC(=O)C(=O)NCC,,train
-22.000002,CC1CCCC1(C)C,,train
75,c1cc(ccc1S(=O)(=O)Cl)Br,,train
-119,CCC(CC)CC,,train
235,CC1=NC(=NC=C1)NS(=O)(=O)C2=CC=C(C=C2)N,,train
-5.0000014,CCCCCCCCC(C)O,,train
-69,Cc1ccccc1C=C,,train
56,O=Cc1ccccc1C=O,,train
138,c1cc(oc1)C(C(=O)c2ccco2)O,,train
-95,CCCC1CCCCC1,,train
89,CCOC(=O)C1=CC=C(C=C1)N,,train
166.2,C1=CC(=CC=C1N)S(=O)(=O)N,,train
149,Oc1ccc(C[C@H](NC(C)=O)C(=O)O)cc1,,train
198,O=C\2c1c(cccc1)S(=O)(=O)N(C/2=C(\O)Nc3ncccc3)C,,train
-13.000001,CC(C)C(O)C(C)(C)C,,train
232,c1cc(c(cc1[N+](=O)[O-])C(=O)O)O,,train
41,CC(=O)/C=C/c1ccccc1,,train
114,c1ccc(cc1)c2nc3ccccc3s2,,train
-7.5000014,Fc1ccc(N)c(F)c1,,train
127,NC(=O)c1ccccc1,,train
84,O=[N+]([O-])c1ccccc1CC#N,,train
38,c1cc(c(cc1CO)Cl)Cl,,train
32,COC(=O)c1cccc(c1)Br,,train
44,Clc1ccc(C=O)cc1Cl,,train
-104,CC(C)CCCl,,train
109,CS(C)(=O)=O,,train
19.499998,OCCN(CCO)CCO,,train
14.999999,c1ccc(cc1)NC2CCCCC2,,train
-18.000002,Cc1cccnc1,,train
67,Oc1ccc(Cl)c(C)c1,,train
-8.000001,c1ccnc(c1)CCO,,train
31,Oc1cc(Br)ccc1,,train
44,Cc1csc(n1)N,,train
4.0000024,c1c(c(cc(c1F)F)F)F,,train
173,c1ccc(c(c1)C#N)C(=O)N,,train
152,C(C(C(=O)O)S)C(=O)O,,train
148.5,O=C1CC(=O)CC(C)(C)C1,,train
-59.5,CC(C)(C)c1ccccc1,,train
-101,CC(C)C(C)(C)CC,,train
122,C1=CC=C(C=C1)C(=O)O,,train
17.999998,c1cc(c(cc1Cl)Cl)C(=O)Cl,,train
36,O[C@@H]([C@H](C)NC)c1ccccc1,,train
77,c1cc(ccc1C=O)I,,train
3.9000003,Fc1c(F)c(F)c(F)c(F)c1F,,train
173,O=C(O)C(C)(c1ccccc1)c1ccccc1,,train
82,CCOC(=O)c1cc(n[nH]1)C,,train
122,C(C(C(CO)O)O)O,,train
98,c1ccc2c(c1)c(c[nH]2)CO,,train
119,CC(C)(C)NCC(O)c1cc(O)cc(O)c1,,train
250,O=C3c1ccccc1C(=O)c2c3cccc2N,,train
24.999998,CCCC#CC(=O)O,,train
-103,C=C(C)CCCC,,train
63,ClCC(=O)O,,train
160,C1(=O)C(CC)(CC(=C)C)C(=O)NC(=S)N1,,train
27.000002,c1ccnc(c1)C#N,,train
55,CCOC(=O)c1csc(n1)C,,train
-134,C[C@@H]1CC[C@H](C)C1,,train
39,C(CCl)C(=O)O,,train
-9.000001,CCCCCCCCCCCBr,,train
160,OC(C1CCNCC1)(c2ccccc2)c3ccccc3,,train
17.999998,C1(CC1)C(=O)O,,train
186,C1=CC=C(C=C1)C2=CC=C(C=C2)C(=O)CCC(=O)O,,train
-18.000002,c1ccc(c(c1)Cl)Cl,,train
-128,CC(C)CC(C)C(C)C,,train
34,N#CCC#N,,train
-96,CCCCC#N,,train
-62,CC(=O)OCCOCC,,train
76,OC1CCCCCCCCCCC1,,train
-63,C(CCl)O,,train
124,c1ccc(c(c1)C(=O)O)F,,train
142,c1ccc2c(c1)CC(=O)OC2=O,,train
-32.999992,CCC(CC)(CC)CC,,train
18.999998,c1ccc(cc1)/C=C/C#N,,train
-63,Cc1ccc(s1)C,,train
98,c1ccc(cc1)OCCC(=O)O,,train
96,CCCOC(=O)C1=CC=C(C=C1)O,,train
105,c1cc2cc[nH]c2nc1,,train
54,c1c(nc(cn1)Cl)Cl,,train
81,c1ccc2c(c1)c(ccc2Br)Br,,train
-27.000002,c1cc(cnc1)Br,,train
176,ClC1=C(Cl)[C@@]2(Cl)C(Cl)(Cl)[C@]1(Cl)[C@@H]3[C@H]2[C@@H]4C[C@H]3[C@H]5O[C@@H]45,,train
0.9999987,O=C(/C=C/C(=O)OCC)OCC,,train
70,O=C1C=C(C)C(=O)C(C)=C1,,train
195,O=C(O)C1CSCN1,,train
-73,CC(C)(Cl)CC,,train
164,Cc1cc(c2ccccc2n1)N,,train
201,c1cc(c(cc1O)O)C(=O)c2ccc(cc2O)O,,train
80,C1=C(C(=O)C(=CC1=NCl)Br)Br,,train
88,c1cc2cccnc2c(c1)[N+](=O)[O-],,train
107.5,Cc1ccc(cc1N)[N+]([O-])=O,,train
129,c1cc(c(cc1CC(=O)O)O)O,,train
-22.000002,c1cc(cc(c1)Br)Cl,,train
35,c1cc2c3c(c1)CCCN3CCC2,,train
230,Brc1c(O)c(Br)c(Br)c(Br)c1Br,,train
133,O=C(O)/C=C/c1ccccc1,,train
98,CCC(=O)c1cc(ccc1O)O,,train
132,Cc1cc(ccc1N)[N+](=O)[O-],,train
-119,C=CCBr,,train
181,CC1=CC=C(C=C1)C(=O)O,,train
59,COc1ccccc1OC(=O)c2ccccc2,,train
70,O=C(Oc1ccc(C)cc1)c2ccccc2,,train
64,OCc1ccccc1CO,,train
-85,CCC(C)CCCCCC,,train
20.499998,O=C=N/c1cc(ccc1C)N=C=O,,train
120,OC(CCN1CCCCC1)(c2ccccc2)c3ccccc3,,train
35,CP(Cl)(Cl)=O,,train
-3.9999936,CCCCCCCCCCCCCC=C,,train
55,COc1cccc(OC)c1O,,train
-6.0000014,C=CCCCCC(=O)O,,train
270,c1c[n+](ccc1C(=O)O)[O-],,train
51,c1ccc(cc1)CCCC(=O)O,,train
104,C=CCC(C(=O)O)C(=O)O,,train
156,COc1ccccc1N3CCN(CCCNc2cc(=O)n(C)c(=O)n2C)CC3,,train
163,CC(C)(C)c1ccc(c(c1)N)O,,train
-17.000002,BrCCCl,,train
55,O=C(c1ccccc1)C2CCCCC2,,train
75,O=C(O)CCCCCCCCCCCCCCCCCCC,,train
131,C(CSCCC(=O)O)C(=O)O,,train
161,O=[N+]([O-])c1cc(cc(N)c1)[N+]([O-])=O,,train
151,c1ccc(cc1)CS(=O)(=O)Cc2ccccc2,,train
-85,OCCOC,,train
151.6,O=C(NNCCC(=O)NCc1ccccc1)c2ccncc2,,train
-137,CCCC=CCC,,train
-118,CC(C)Cl,,train
79.5,O=C(OC(C)(C)C)N[C@H](C(=O)O)C,,train
112,c1ccc(cc1)c2ccccc2C(=O)O,,train
75,BrCc1cccc(c1)CBr,,train
-92,O=C(OCCCC)CCC,,train
173,O=[N+]([O-])c1ccc(cc1)[N+]([O-])=O,,train
224,c1c(cc(c(c1C(=O)O)O)Cl)Cl,,train
149,c1ccc(cc1)CNC(=O)N,,train
158,CC1(O)CCC(CC1)C(C)(C)O,,train
157,Ic1cc(cc(I)c1O)[N+]([O-])=O,,train
132,c1ccc2c(c1)C(=O)OC2=O,,train
28.499998,O=C(O)CCCCCCCCCC,,train
172.5,O=C1NC(=O)NC(=O)C1(CC)C2=CCCCC2,,train
35,c1ccc(cc1)COC(=O)/C=C/c2ccccc2,,train
91,c1cc(ccc1CCO)O,,train
7.9999986,CC(=O)c1cccc(c1)Br,,train
50,c1ccc(cc1)C(=O)CBr,,train
-122,CCCCl,,train
-8.000001,O=C1C=C(C)CC(C)(C)C1,,train
88.5,O=C(OC(C)(C)C)NCC(=O)O,,train
53,Cc1c(cccc1OC)[N+](=O)[O-],,train
83,Cc1c(c(c(c(c1C)C)CCl)C)C,,train
65,Cc1cccc(c1O)O,,train
194,c1ccc2c(c1)-c3ccccc3C2=NO,,train
125,c1cnc(nc1)N,,train
179,CN3CC(c1ccccc1)c2cccc(N)c2C3,,train
95,C=Cc1cccc(c1)C(=O)O,,train
88,CC(=O)NO,,train
234,O=C1CC(=O)NC(=S)N1,,train
-75,CCCCOCCO,,train
-129,FC(F)(F)C(=O)C(F)(F)F,,train
68.5,Clc1cccc(Cl)c1O,,train
60,c1ccc(cc1)SSc2ccccc2,,train
17.999998,Clc1cc(ccc1)c2ccccc2,,train
0.9999987,CC(C)C(=O)c1ccccc1,,train
229,c1ccc2c(c1)C(=O)NS2(=O)=O,,train
95,Clc1ccccc1CC(=O)O,,train
20.999998,c1ccc(cc1)C(=O)C(Cl)Cl,,train
27.000002,CC(=O)NC,,train
-40.700005,CCCC(O)CCCC,,train
-24.000002,Cc1cc(C)c(C)c(C)c1,,train
96,Cc1cccc(c1)C(=O)N,,train
165,COc1ccc(cc1)C(N)=O,,train
-126,CC=CC(C)CC,,train
91,c1ccnc(c1)c2cccc(n2)c3ccccn3,,train
53,O=[N+]([O-])c1cc(ccc1Cl)[N+]([O-])=O,,train
238,Clc1ccc(cc1)c4nc3c2ccccc2ccn3n4,,train
132.5,C[N+]([O-])(C)CCCCCCCCCCCC,,train
303,CCCC(N)C(=O)O,,train
95,CC(=O)c1ccc(s1)Br,,train
10.999999,NCCO,,train
40,O=C(C)Oc1ccccc1[N+]([O-])=O,,train
162,NS(=O)(=O)Cc2noc1ccccc12,,train
-111,C1CO1,,train
59,Cc1cc(ccc1Br)O,,train
1.9999987,Cc1cccc(N)c1C,,train
58,c1cc(ccc1N=C=S)Br,,train
-13.000001,Cc1ccc(cc1Cl)Cl,,train
170,CC(C)NCC(O)COc1cccc2[nH]ccc12,,train
-52,COC(=O)C(Cl)Cl,,train
-45,c1ccc(c(c1)C=O)F,,train
-139,CCCl,,train
19.499998,COC(=O)CCC(=O)OC,,train
-3.0000012,CC(C)(C)OO,,train
84,c1ccc(cc1)Oc2ccc(cc2)N,,train
189,Nc1ccc(O)cc1,,train
-7.0000014,c1ccc(cc1)CCC(=O)Cl,,train
-32.999992,CC(C)CC(=O)O,,train
128,COc1cc(ccc1O)/C=C/C(=O)c2ccccc2O,,train
162,Cc1c(c(c(c(c1C)C)Br)C)C,,train
189,B(c1ccccc1)(c2ccccc2)OCCN,,train
-70,CCCCCCCCl,,train
83,c1cc(ccc1CC(=O)O)F,,train
155,O=C4OC1(OC=C(C1=O)c2ccccc2)c3ccccc34,,train
-62,Cc1ccc(o1)C,,train
-11.000001,C1CCNCC1,,train
67,C(C#N)C(=O)O,,train
-62,CCc1ccc(cc1)C,,train
131.5,BrC(Br)(Br)C(=O)O,,train
-54,Cc1ccc(C)cc1CC,,train
82,Cc1c(cc(c(c1Br)O)Br)Br,,train
122,Oc1ccc2ccccc2c1,,train
50.5,O=P(Oc1ccccc1)(Oc2ccccc2)Oc3ccccc3,,train
67,Fc1c(c(F)c(F)c(F)c1F)c2c(F)c(F)c(F)c(F)c2F,,train
272,NS(=O)(=O)c2cc1c(NCNS1(=O)=O)cc2C(F)(F)F,,train
75,Cn1c2ccccc2ccc1=O,,train
178,Cc1cc(CC(O)=O)n(C)c1C(=O)c2ccc(Cl)cc2,,train
67,CCOC(=O)C(=O)Nc1ccccc1,,train
58,O=C(C)c1ccc(C#N)cc1,,train
164,c1cccc5c1cc4c2c5cccc2c3ccccc34,,train
167,CC1=C(C(=C(C(=C1C)C)C)C)C,,train
-138,CC(=C)Cl,,train
236,CN1C=NC2=C1C(=O)N(C(=O)N2C)C,,train
235,Nc1ccc2cc3ccccc3cc2c1,,train
92,OCc1ccccc1I,,train
12.000003,CC1OC(C)OC(C)O1,,train
99,c1ccc(cc1)COc2ccc3c(c2)cc[nH]3,,train
99,C(C(=O)N)(Cl)Cl,,train
136,COc1cc(ccc1N)c2ccc(c(c2)OC)N,,train
268,O=[N+]([O-])c1c(C)ccc2C(=O)c3ccccc3C(=O)c12,,train
108,O=[N+]([O-])c1ccc(C=O)cc1,,train
34,CCN(CC)c1ccc(cc1)Br,,train
124,CCc2oc1ccccc1c2C(=O)c3ccc(O)cc3,,train
142,CNC(=O)Oc2cccc1ccccc12,,train
189,c1ccc(c(c1)C(=O)O)OCC(=O)O,,train
221,O=[N+]([O-])c1c(C)cccc1C(=O)O,,train
52,CC(C)C(C(C)(C)CO)O,,train
75,CCC(=O)OC(Cc1ccccc1)(C(C)CN(C)C)c2ccccc2,,train
-93,CCCOC=O,,train
248,c1ccc(cc1)Nc2ccc(cc2)c3ccc(cc3)Nc4ccccc4,,train
111,C1CSCCS1,,train
156,[O-][N+](=O)c1ccc2c3ccccc3Cc2c1,,train
35,c1cc2c(cc1N)CCC2,,train
41,COc1cc(ccc1C(C)=O)OC,,train
162,O=C(O)c2cccc1ccccc12,,train
171,Oc1ccc(Cl)cc1C(=O)O,,train
-130,CC=C1CCCC1,,train
114,O=C1C=CC(=O)C=C1,,train
44,O=[N+]([O-])c1ccccc1O,,train
149,c1ccc(cc1)CS(=O)(=O)c2ccccc2,,train
182,c1cc(c(cc1C(=O)O)[N+](=O)[O-])Cl,,val
189,c1c(cc(c(c1Cl)N)Cl)[N+](=O)[O-],,val
-55,CC(CBr)Br,,val
66,CCOc1ccc(cc1)O,,val
9.399997,COc1ccccc1[N+]([O-])=O,,val
131,COC(=O)C1=CC=C(C=C1)O,,val
73,Clc1ccc(cc1Cl)C(C)=O,,val
-24.000002,CC(O)(CC)CC,,val
146,Oc1cccc(NC(C)=O)c1,,val
23.999998,C=CCCCCCCCCC(=O)O,,val
61,Cc1ccc(C)c(OCCCC(C)(C)C(O)=O)c1,,val
-66,c1(c(c(c(c(c1F)F)F)F)F)C(F)(F)F,,val
69,Cc1c(cc(cc1Br)Br)Br,,val
57,O[C@H](COC(=O)CCCCCCCCCCCCCCCCC)[C@H]1OC[C@H](O)[C@H]1O,,val
10.999999,Cc1cc(O)ccc1,,val
225,OC(=O)c1ccc(O)cc1O,,val
89,O=[N+]([O-])c1cccc(c1)[N+]([O-])=O,,val
178,Clc1ccc(NC(C)=O)cc1,,val
71,Oc1ccc(CC#N)cc1,,val
164,NCCc1ccc(O)cc1,,val
-6.0000014,OCCOCCOCCOCCO,,val
36,ClCc1cccc(CCl)c1,,val
-56.999992,C1CCC(CC1)Br,,val
87,CCN(CC)CCCC(C)Nc1ccnc2cc(Cl)ccc12,,val
173.99998,CCC1(C(=O)NC(=O)NC1=O)C2=CCCCCC2,,val
95,CCCCNC(=O)N,,val
176,Ic1ccc(cc1)[N+](=O)[O-],,val
64,O=C(C)Oc1ccccc1OC(C)=O,,val
135,O=C1N(Cl)C(=O)N(Cl)C1(C)C,,val
1.9999987,CCCCCCCCCC(C)O,,val
57.5,C1CCCc2nnnn2C1,,val
123,c1ccc(cc1)C(=O)c2ccc(cc2)N,,val
1.9999987,C1COCCN1CCO,,val
75,c1cc(c(cc1F)[N+](=O)[O-])O,,val
91,CC(C)(C)c1cc(cc(c1O)C(C)(C)C)CN(C)C,,val
114,O=[N+]([O-])c1cccc(N)c1,,val
-75,CC(C)CCCCCCC,,val
-72,CC(C)C#N,,val
60,O=C1CCCCCCCCCCC1,,val
12.000003,CC(=O)C(=O)O,,val
94,Cc1cc(c(c(c1)O)C)C,,val
-36,CCCCCCCO,,val
-3.0000012,CCCCCC(=O)O,,val
-91,CC(CC)(CC)CC,,val
10.999999,CCCCCCCCCCCCCCCC(=O)Cl,,val
28.999998,C=CCCCCCCCCCCCCCCCCCC,,val
175,CC[C@H](C)C(=O)O[C@H]1C[C@H](C=C2[C@H]1[C@H]([C@H](C=C2)C)CC[C@@H]3C[C@H](CC(=O)O3)O)C,,val
104,C(CCC(=O)O)CCC(=O)O,,val
-127,CCOCCC,,val
161,c1ccc(cc1)c2ccc(cc2)CC(=O)O,,val
150.5,FC1=CN(C(=O)NC1=O)[C@H]2C[C@H](O)[C@@H](CO)O2,,val
23.999998,c1cnn[nH]1,,val
145,Cc1ccc(cc1)P(c2ccc(cc2)C)c3ccc(cc3)C,,val
-37.999992,CC(C)(C)I,,val
97,CCc1ccc(cc1O)O,,val
-12.000001,COC(=O)c1ccccc1,,val
6.9999986,Cc1cc(ccc1SC)OP(=S)(OC)OC,,val
118,Nc1cc(ccc1Cl)[N+]([O-])=O,,val
34,c1ccc2c(c1)cccc2CC#N,,val
143,O=C(O)CCCCCCC(=O)O,,val
-113,CC(C)CC(C)(C)CC,,val
52,O=C(OC)C(=O)OC,,val
126,Cc2nc1ccccc1c(=O)n2c3ccccc3Cl,,val
53,Cc1ccc(c(c1)F)[N+](=O)[O-],,val
94,ICC(N)=O,,val
272,c1ccc2c(c1)c3ccc(cc3[nH]2)O,,val
79,C(C(Br)(Br)Br)O,,val
127,c1cc(cnc1)O,,val
-87,CC(=O)CC,,val
-75,CC(=C(C)C)C,,val
-27.000002,C(CF)O,,val
-99,CC(C)COC(=O)C,,val
156,c1cc(cc(c1)Br)C(=O)NN,,val
83,c1ccc(cc1)c2ccc3ccccc3n2,,val
97,CCCCCCCCCCCCOC(=O)c1cc(c(c(c1)O)O)O,,val
67,C[Si](c1ccccc1)(c2ccccc2)c3ccccc3,,val
247,OC(=O)c1ccc(C=O)cc1,,val
1.9999987,CN(C)c1ccccc1,,val
147,c1cc(c(c(c1)F)C(=O)N)F,,val
72,O=[N+]([O-])c1c(Cl)cc(Cl)cc1Cl,,val
97,Cc1ccc2c(c1)no[n+]2[O-],,val
92,C=CCOC1=C(C=C(C=C1)CC(=O)O)Cl,,val
74,Cc1cc(C)cc(c1)[N+](=O)[O-],,val
166.5,O=C1N=C(C=CN1CC)NS(=O)(=O)c2ccc(N)cc2,,val
17.999998,Cc2ccccc2c1ccccc1C,,val
59,CCCCCCCCCCCCCCCCCCCCCCCCCCC,,val
-8.000001,c1cnccc1CN,,val
156,c1cc(ccc1C(=O)N)F,,val
330.49997,Clc1ccc2NC(C)=NS(=O)(=O)c2c1,,val
53,C1=CC(=C(C(=C1)Cl)Cl)Cl,,val
95,N#CCc1ccc(cc1)CC#N,,val
-84,CCCCCCC(=O)Cl,,val
65,c1ccc(cc1)C(=O)C(=O)O,,val
9.999999,Cc1cc(c(cc1C)C(=O)C)C,,val
168,c1cc(ccc1C(=O)NN)Br,,val
-7.3999953,FC(F)(F)c1ccccc1Cl,,val
250,c1cc(ccc1C2CC(=O)c3c(cc(cc3O2)O)O)O,,val
127,CC(=O)Nc1ccc(cc1)OC,,val
173.99998,Cc1ccnc(c1)c2cc(ccn2)C,,val
62.5,O=C(O)CCCCCCCCCCCCCCC,,val
34,COc1ccc(c2c1cccc2)C=O,,val
83,c1cc(c(c(c1)O)[N+](=O)[O-])O,,val
65,O=C(C)Nc1cc(C)ccc1,,val
69,COC(=O)c1cccc(c1)C(=O)OC,,val
41,Cc1ccc(cc1)S(=O)(=O)F,,val
53,CC(=O)c1ccc2ccccc2c1,,val
-37.999992,c1cccs1,,val
14.999999,CCCCCC(=O)CCCCC,,val
129,CC(C)(C)NC(=O)C=C,,val
63,Cc1cc(cc(c1)O)C,,val
197,c1ccc2c(c1)c(c[nH]2)C=O,,val
32,c1cc(ccc1N2CCNCC2)F,,val
72,OCc1cc(O)ccc1,,val
-81,CCOC(=O)Cl,,val
81,c1cc(ccc1C(=O)Cl)C(=O)Cl,,val
-10.000001,CC(C)C(C)(C)O,,val
128,c1cc(sc1)C(=O)O,,val
-106,CC(=CC(C)(C)C)C,,val
-34,CCCCCCCCC#N,,val
-147.99998,CCS,,val
163,OC(c1ccccc1)(c2ccccc2)c3ccccc3,,val
114,CC(C1=CC(=C(C=C1)C2=CC=CC=C2)F)C(=O)O,,val
-108,CCI,,val
224,Cc1cc(ccc1O)C2(c3ccccc3C(=O)O2)c4ccc(c(c4)C)O,,val
70,OCc1ccccc1Cl,,val
-88,CCCCC(C)CCCC,,val
-27.000002,CC(C)OC(=O)CC(=O)C,,val
249,c1cccc4c1c(c2ccccc2c4c3ccccc3)c5ccccc5,,val
43,Cc1cccc(n1)N,,val
108,C1=CC=C2C(=C1)C3=CC=CC4=C3C2=CC=C4,,val
-39.999992,Cc1cc(Br)ccc1,,val
109,c1cc(c(cc1Br)CO)O,,val
136,NC(N)=O,,val
147,COc1ccc(cc1OC)Cc2c3cc(c(cc3ccn2)OC)OC,,val
118,CC(C(=O)O)Oc1ccccc1,,val
9.999999,c1ccc(cc1)OCCCBr,,val
68,Cc1ccc(c(c1)O)O,,val
57,O=[N+]([O-])c1cc(cc([N+]([O-])=O)c1Cl)C(F)(F)F,,val
53,c1cc2c(cc1CO)OCO2,,val
173,O=C(NNc1ccccc1)NNc2ccccc2,,val
120,CC(=O)c1ccc(cc1)c2ccccc2,,val
36.5,Cc1cc2ncccc2cc1,,val
-43,ClC(Cl)C(Cl)Cl,,val
-105.899994,CC1CCCC1CC,,val
