logD,compound,solvent,set
1.64,O=C(NC1CCS(=O)(=O)C1)c1ccc(Oc2ccc(C#C[C@]3(O)CN4CCC3CC4)cc2)cc1,,train
2.5,COc1ccccc1N1CCN(Cc2c(Br)c(=O)n(-c3ccccc3)n2C)CC1,,train
2.63,CCN(CC)S(=O)(=O)c1ccc(NC(=O)C(C)(O)C(F)(F)F)cc1,,train
2.93,COc1ccccc1C(=O)Nc1ccc(C)c(-n2cnc3ccc(N4CCN(C)CC4)cc3c2=O)c1,,train
2.9,O=c1oc2cc(O)ccc2cc1-c1ccc(O)cc1,,train
0.50999993,CC(c1ccccn1)n1[nH]c(=O)c2nc3cc(Cl)ccc3c(O)c2c1=O,,train
2.55,COC1=CC(c2cc3ccccc3[nH]2)=N/C1=C\c1[nH]c(C)cc1C,,train
0.8999999,Nc1ncnc2c1ncn2[C@@H]1O[C@H](CSCCCNC(=O)NCc2ccccc2)[C@@H](O)[C@H]1O,,train
4.13,CC(C)(C)NC(=O)C(c1ccncc1)N(Cc1ccco1)C(=O)c1ccc(-c2ccccc2)[nH]1,,train
1.03,CCCSc1c(C(=O)NC2CCCCC2)cnn1[C@H]1CC[C@H](C(=O)O)CC1,,train
2.28,Nc1ccccc1NC(=O)c1ccc(CNc2nccc(-c3cccnc3)n2)cc1,,train
3.11,COc1cc2nc(Nc3ccc([C@@H](C)NC(C)=O)cc3)ncc2cc1-c1ccncc1,,train
3.1,C[C@H](CO)Nc1nc(SCc2cccc(F)c2F)nc2[nH]c(=O)cnc12,,train
2.56,N#Cc1ccc(OC2CCN(C[C@H](O)CNC(=O)c3c[nH]c(=O)c4ccccc34)CC2)cc1Cl,,train
1.72,O=C(O)c1ccc(-n2ncc(C(=O)NC3C4CC5CC(C4)CC3C5)c2C2CCCC2)cc1,,train
2.88,Clc1ccc(-c2nnc3cccc(Cl)n23)c(Cl)c1,,train
3.58,COc1cc2ncnc(Nc3cccc(Cl)c3F)c2cc1CN1CCC[C@H]1C(N)=O,,train
1.11,O=c1[nH]c2c(O)ccc([C@@H](O)CNCCc3ccc(CNCCc4ccccc4)cc3)c2s1,,train
1.76,NC(=O)Nc1sc(-c2ccc(F)cc2)cc1C(=O)N[C@H]1CCCNC1,,train
2.23,CCCN(CCNCCc1ccc(O)c2[nH]c(=O)sc12)C(=O)CCOCCc1ccccc1,,train
1.84,c1nc(N2CCCCC2)c2nc[nH]c2n1,,train
2.9,COc1cc2c(Nc3ccc(Cl)cc3F)ncnc2cc1OC[C@@H]1CCCN(C)C1,,train
2.3,CN(C(=O)Cc1ccc(S(N)(=O)=O)cc1)C1CCN(CCC(c2ccccc2)c2ccccc2)CC1,,train
3.67,COc1ccc(C(=O)Nc2cccc(NC(=O)c3cccc(N(C)C)c3)c2)cc1OC,,train
3.58,Cc1nc(C(=O)[C@@H](C)Oc2ccc(SCCCCCc3ccccc3)cc2)sc1CCCC(=O)O,,train
3.84,Fc1cc(F)cc(-c2cc(N(CCCN3CCCCCC3)Cc3ccc4c(c3)OCO4)on2)c1,,train
0.54,CCN(CC)C(=O)c1ccc(C2=CC3(CCNCC3)Oc3cccc(O)c32)cc1,,train
3.3,CC(=O)N[C@@H]1CCN(c2ccc(Nc3ncc(F)c(-c4cnc(C)n4C(C)C)n3)cc2)C1,,train
2.33,CCCNc1nc(N2CCC[C@@H](CC(=O)O)C2)ccc1C(=O)NC1CCCCC1,,train
1.39,COc1ccc(CN(CCN(C)C)c2ccccn2)cc1,,train
2.96,CC(=O)N[C@@H]1CC2(CCN(Cc3ccc4[nH]c5ccccc5c4c3)CC2)c2ccccc21,,train
2.63,CS(=O)(=O)c1ccc2c(C(=O)NC[C@@H](O)CN3CCC(Oc4ccc(Cl)c(Cl)c4)CC3)c[nH]c(=O)c2c1,,train
3.27,CCOc1ccc(-n2c(CC)nc3ccccc3c2=O)cc1,,train
4.05,Cc1ccc(C(NC(=O)c2ccccc2O)C(=O)Nc2c(C)cccc2C)s1,,train
3.69,COC(=O)[C@H](c1ccccc1Cl)N1CCc2sccc2C1,,train
2.4,CS(=O)(=O)N1CCOc2cc(COc3ccccc3)cnc21,,train
2.29,COc1cc(F)ccc1-c1cccc(CNC2CCCC2)c1,,train
1.2,Nc1ccccc1NC(=O)c1ccc(N2CCOCC2)cc1,,train
-8.73E-08,CCN(CC)CCOC(=O)c1ccc(N)cc1,,train
3.2,Nc1ccc(-c2nc3ccc(O)cc3s2)cc1,,train
1.91,Nc1nc(-c2ccccc2)nn1Cc1ccccc1,,train
1.72,COc1ccc2c(C)cc(=O)n(CCN3CCC(NCc4cc5c(cn4)OCCO5)CC3)c2c1,,train
1.13,Cn1sc(NC(=O)c2ccccc2)nc1=O,,train
0.8,Cc1c(C(=O)NC2C3CC4CC(C3)CC2C4)cnn1-c1ccc(C(=O)O)cc1,,train
3.8,CO[C@H]1CC[C@]2(CC1)Cc1ccc(-c3cc(Cl)cc(C#N)c3)cc1C21N=C(C)C(N)=N1,,train
3.24,O=c1c(-c2ccc([N+](=O)[O-])cc2)coc2cc(O)cc(O)c12,,train
1.91,Cc1occc(=O)c1OCc1ccc(F)cc1,,train
2.11,O=S(=O)(Nc1nc(-c2sccc2Cl)cs1)c1cc(Cl)ccc1Cl,,train
3.11,Cn1c(CN2CCN(c3ccccc3)CC2)nc2ccccc21,,train
-8.73E-08,CN1CCN(CC(=O)Nc2c(C#N)cnn2-c2ccccc2)CC1,,train
2.82,COc1cc2ncc(C(N)=O)c(Nc3ccc(F)cc3)c2cc1OC,,train
1.2,Cc1nc(C)c(-c2ccc([C@H]3CC[C@@H](CC(=O)O)CC3)c(F)c2)nc1C(N)=O,,train
2.68,O=C1NC(c2ccc(Br)cc2)Nc2ccccc21,,train
1.95,COc1cc(OC)c(S(=O)(=O)N2c3ccccc3CC2C)cc1NC(C)=O,,train
0.8999999,N#CCNC(=O)[C@@H]1CCCC[C@H]1C(=O)N1CC=CCC1,,train
3.14,C[C@@H](NC(=O)c1cccnc1Oc1ccccc1)c1ccccc1,,train
2.11,CCOC(=O)Nc1cccc([C@@H](c2ccc(C(=O)N(C)CC)cc2)N2CCN(Cc3c[nH]c(C)n3)CC2)c1,,train
1.33,CCCN1CCN(c2ccc(C(=O)NC3(C(=O)NCC#N)CCCCC3)cc2)CC1,,train
3.2,O=C(Nc1ccc(N2CCOCC2)cc1)c1nnc(NC(=O)C2(c3ccc(Cl)cc3)CCC2)o1,,train
3.8,CC(C)Cn1c(=O)n(C)c(=O)c2c(C(=O)N3CCCC3)c(Cc3ccccc3C(F)(F)F)sc21,,train
1.21,O=C1CN(C(=O)c2ccco2)c2ccccc2N1,,train
2.58,CS(=O)(=O)c1ccc([C@@H](CC2CCCC2)C(=O)Nc2cnc([C@H](O)CO)cn2)cc1Cl,,train
1.34,Cc1nc2ccccc2n1Cc1sc2c(c1C(=O)N1CC[C@@H](O)C1)c(=O)n(C)c(=O)n2CC(C)C,,train
2.99,COc1cc(Nc2ncc(C)s2)nc(N[C@@H](C)c2ncc(F)cn2)n1,,train
0.110000044,Cc1cc(=O)n(-c2ccccc2)n1C,,train
2.48,CC(=O)Nc1ccc2c(c1)c(-c1cc(NC3CC3)n3ncc(C#N)c3n1)cn2CCCO,,train
2.3,CN(C)C(=O)c1ccc(C(=C2CCN(Cc3cscn3)CC2)c2cccc3cccnc23)cc1,,train
2.89,CS(=O)(=O)c1ccc(CC(=O)N(C2CC2)C2CCN(CCC(c3ccccc3)c3ccccc3)CC2)cc1,,train
1.9,CCCCNc1nc(N)c2[nH]c(=O)n(Cc3ccc(OCCN(C)C)nc3)c2n1,,train
3.5,COCCC(Oc1ncnc2c1cnn2-c1ccccc1C(F)(F)F)C(=O)Nc1ccc(C)cn1,,train
3.28,COc1cc2ncnc(Nc3ccc(F)c(Cl)c3)c2cc1OCCN1CCCC1,,train
2.8,CN1CCc2c1nc1ccccc1c2NC(=O)Cc1ccccc1,,train
2,O=C(OCCN1CCCCC1)c1c[nH]c2ccccc12,,train
2.6,Cc1ccc(C(=O)Nc2ccon2)cc1NC(=O)c1cnn(-c2ccccc2F)c1N,,train
3.21,COCCNC(=O)c1cccc(Nc2ncc3cc(-c4ccncc4)ccc3n2)c1,,train
2.5,Cc1cc(N2CCC[C@@H]2C(=O)NCCc2ccc3c(c2)OCO3)nc(-n2ccnc2)n1,,train
0.049999867,CCC1(c2ccccc2)C(=O)NC(=O)NC1=O,,train
3.78,Cc1ccc(-c2nnc(N3CCN(C(=O)c4ccco4)CC3)c3ccccc23)cc1,,train
1.05,Cc1c(CCC(=O)O)c[nH]c1/C=C1\C(=O)Nc2ccccc21,,train
-0.30000004,Cc1cn([C@H]2CCCN([C@H](C)c3ccc(C(=O)O)c(Oc4cccc(Cl)c4)c3)C2)c(=O)[nH]c1=O,,train
1.74,COc1nc(Cl)cnc1NS(=O)(=O)c1cccc2c(N(C)C)cccc12,,train
0.84,CC(C)C(NC(=O)Cn1c(-c2ccccc2)ccc(NC(=O)OCc2ccc(C(=O)O)cc2)c1=O)C(=O)C(F)(F)F,,train
0.9500001,CN(C)c1ncnc2nc[nH]c12,,train
2.14,COc1ccc(-c2cncc(CNC3CCCC3)n2)c(OC)c1,,train
3.41,Cc1cc(-c2ccc(Cl)c(C(=O)NCC3(O)CCCCCC3)c2)n[nH]1,,train
2.64,Cn1cc(S(C)(=O)=O)nc1-c1c2c(=O)n(C)c(=O)n(CC3CC3)c2nn1Cc1ccnc2ccc(Cl)cc12,,train
2.25,CN(C)CC(O)COc1ccc(Nc2ncc(Cl)c(Nc3ccccc3)n2)cc1,,train
2.86,Cc1cc2n[nH]c(=O)n2c2cc(-c3ccc(CO)cc3)ccc12,,train
0.76000005,COc1ccc([C@]2(C#N)CC[C@@H](C(=O)O)CC2)cc1OC1CCCC1,,train
3.02,CCOC(=O)Nc1cccc([C@@H](c2ccc(C(=O)N3CCC3)cc2)N2CCN(Cc3cccnc3)CC2)c1,,train
-1.2799999,Cc1cn([C@H]2CCCN(S(=O)(=O)c3ccc(C(=O)O)c(Oc4cccc(Cl)c4)c3)C2)c(=O)[nH]c1=O,,train
1.85,O=S1NC(Cc2ccc3ccccc3c2)=NO1,,train
1,O=C1CCC(=O)N1c1cc(Cc2n[nH]c(=O)c3ccccc23)ccc1F,,train
3.42,CCn1cc(NC(=O)Cc2ccc(Oc3ccnc4cc(OC)c(OC)cc34)cc2OC)cn1,,train
3,CCN(C(=O)Cc1ccc(S(C)(=O)=O)cc1)C1CCN(CCC(c2ccccc2)c2ccccc2)CC1,,train
1.29,CC1(C)CNC(=O)c2sc(N3CCOCC3)nc2C1,,train
0.8999999,N#CCNC(=O)[C@@H]1CCCC[C@H]1C(=O)N1CCCCC1,,train
2.86,CCN(C(=O)NCc1ccc(S(C)(=O)=O)cc1)C1CCN(CCC(c2ccccc2)c2ccccc2)CC1,,train
3.6,C[C@H](NC(=O)Cc1cc(F)cc(F)c1)C(=O)NC1C(=O)N(C)c2ccccc2-c2ccccc21,,train
1.34,O=S(=O)(Nc1cccnc1)c1ccc2c(c1)OCCO2,,train
3.54,O=C(N1CCN(c2ccncc2Cl)CC1)N1CCN(S(=O)(=O)c2ccc(C(F)(F)F)cc2)CC1,,train
1.53,O=C(NO)C1COC(c2ccc(F)c(C(F)(F)F)c2)=N1,,train
1.63,Cn1c(=N)n(CC(=O)c2ccc(Cl)cc2)c2ccccc21,,train
0.62999994,CC(C)NCC(O)COc1ccc(CCOCC2CC2)cc1,,train
3.3,CCN(C(=O)c1ccc(-c2ccc(Cl)cc2)o1)c1ccc(N2CCNCC2)cc1,,train
2.47,CC(C(=O)N1CCc2ccccc2C1)N1C(=O)c2ccccc2C1=O,,train
2.21,O=c1cc(-c2ccco2)[nH]c2ccccc12,,train
1.52,CCc1cc(C(N)=S)ccn1,,train
3.28,CCN(CC)C(=O)c1ccc(C(=C2CCN(Cc3ccc(F)cc3)CC2)c2ccccn2)cc1,,train
2.67,CCN(C(=O)Cc1ccc(S(C)(=O)=O)cc1)C1CCN(CCC(c2ccccc2)N2CCN(c3ccccc3)CC2)CC1,,train
1.26,O=C(NCC1CCCCC1)c1cc(-n2ncc(=O)[nH]c2=O)ccc1Cl,,train
2.78,CC(C)NC(=O)c1ccc2c(Nc3ccc(Cl)cc3)nc(N3CCOCC3)nc2c1,,train
3.91,O=C(NC[C@@H](O)CN1CCC(Oc2ccc(Cl)c(Cl)c2)CC1)c1c[nH]c2ccccc12,,train
1.4,O=C(NC1CCCS(=O)(=O)C1)c1ccc(Oc2ccc(C#C[C@]3(O)CN4CCC3CC4)cc2)cc1,,train
2.79,CC(C)CNc1nc(C#N)nc(N2CCOCC2)c1N,,train
3.42,Cc1c(-c2ccccc2)oc2c(C(=O)OCCN3CCCCC3)cccc2c1=O,,train
4.4,O=C(NCC1CCOCC1)c1ncccc1NC(=O)c1cccc2ccccc12,,train
1,CS(=O)(=O)Cc1cc(N2CCOCC2)nc(-c2cccc(CO)c2)n1,,train
-0.61999995,COc1c(N2CCO[C@@H](CN(C)C)C2)c(F)cc2c(=O)c(C(=O)O)cn(C3CC3)c12,,train
2.74,Cc1ccc(S(=O)(=O)c2ccccc2)cc1,,train
3.37,O=C(NC1Cc2ccccc2N(C[C@@H](O)CO)C1=O)c1cc2cc(Cl)sc2[nH]1,,train
0.34999993,Cc1ccc2c(n1)c(Sc1ccc(Cl)cc1)c(C)n2CC(=O)O,,train
2.2,N#Cc1ccc(C(=O)Nc2ccc(-n3ccnc3)nc2)cc1,,train
0.79000014,NC(=O)N1c2ccccc2C[C@H](O)c2ccccc21,,train
1.67,O=C(O)CCc1ccc(OCc2cccc(Br)c2)cc1,,train
3.09,N#Cc1cnn2c(NC3CC3)cc(-n3ccc4ccc(CO)cc43)nc12,,train
1.8,Cc1ccc(NC(=O)c2ccnc(N3CCOCC3)c2)cc1Nc1ccnc(N(C)C2CCN(C)CC2)n1,,train
2.8,O=C(N[C@@H](Cc1ccccc1)[C@@H](O)C(=O)N1C[C@@H](O)[C@@H](O)C1)c1cc2cc(Cl)ccc2[nH]1,,train
4.2,c1ccc(-c2nnc(-c3ccccc3)s2)cc1,,train
1.73,COc1ccnc(NC2CCN(C(=O)c3ccc(C#N)cc3)CC2)c1,,train
3.75,OC[C@H](Nc1ncc(Cl)c(Nc2cc(C3CC3)[nH]n2)n1)c1ccc(F)cc1,,train
2.9,COc1cc(F)ccc1-c1cncc(CNC(=O)C2CC2)c1,,train
2,COc1cc(C(=O)O)ccc1Cc1cn(C)c2ccc(NC(=O)CC3CCCC3)cc12,,train
0.96,CC(C)(C)NS(=O)(=O)c1cncc(-c2ccc3nc(NC(=O)NCC(=O)N4CCOCC4)nn3c2)c1,,train
3.05,CCN1CCN(CC(=O)Nc2ccc(-c3cccc4c(=O)cc(N5CCOCC5)oc34)c3sc4ccccc4c23)CC1,,train
0.48000005,CNS(=O)(=O)CCc1ccc2[nH]cc(C3CCN(C)CC3)c2c1,,train
2.09,CCN(C(=O)Cc1ccc(S(C)(=O)=O)cc1)C1CCN(CCC(c2ccccc2)c2ccc(NC(C)=O)cc2)CC1,,train
0.13000003,COc1ccc2cc([C@H](C)C(=O)O)ccc2c1,,train
3.1,Nc1nc2ccc(-c3cccc(O)c3)cc2s1,,train
4,COc1cc(OC2CCN(C(C)=O)CC2)ccc1Nc1ncc(Cl)c(-c2cnc3ccccn23)n1,,train
4.37,C[C@H](CO)Nc1nc(SCc2cccc(F)c2F)nc2nc(NC3CC3)sc12,,train
0.49000004,NC(=O)c1cccc(OC2CCN(CC3CC3)CC2)c1,,train
2.03,CN1C(=O)CC(C)(CCc2cccc(-c3ccccc3)c2)N=C1N,,train
2.58,Cc1ccc(-c2c[nH]nn2)cc1,,train
2.9,O=C(Nc1ccc(N2CCOCC2)nc1)c1nnc(Nc2ccc(F)c(F)c2)o1,,train
3.4,O=C(CN1CCOCC1)Nc1ccc(-c2cccc3c(=O)cc(N4CCOCC4)oc23)cc1-c1ccccc1,,train
2,CCN(CC)c1ccc2cc(C(C)=O)c(=O)oc2c1,,train
1.3,NC1(C(=O)NC(CCCN2CCCC2)c2ccc(Cl)cc2)CCN(c2ncnc3[nH]ccc23)CC1,,train
2.54,Oc1cc(-c2ccccc2)nc2ccccc12,,train
0.4,NCc1nc2ccccc2[nH]1,,train
1.27,O=C(O)COCCN1CCN(C(c2ccccc2)c2ccc(Cl)cc2)CC1,,train
2.32,CC(C)C(NC(=O)Cn1c(-c2cccs2)ncc(NC(=O)OCC(F)(F)F)c1=O)C(=O)C(F)(F)F,,train
3.8,Cc1ccc(NC(=O)[C@@H]2CCCN2S(=O)(=O)c2cccc3cccnc23)c(C)c1,,train
2.48,NC(=O)c1cnc2[nH]c(-c3ccc(OCCN4CCCCC4)cc3)nc2c1NCCCNC(=O)C1CCC1,,train
3.08,Cc1ccnc(NCc2ccccc2)c1,,train
1.72,OC(c1ccccc1)c1cccnc1,,train
3.4,CS(=O)(=O)n1c2ccccc2c2cc(NC(=O)CCc3ccncc3)ccc21,,train
4.36,O=C(NC1CCCC1)C(c1ccncc1)N(Cc1ccco1)C(=O)c1ccc(-c2ccccc2)[nH]1,,train
2.7,O=S(=O)(Nc1ncc(Cl)s1)c1cc(F)c(Oc2ccc(F)cc2-c2cn[nH]c2)cc1F,,train
3.3,O=C1CCOc2nc(C#CC3CCCCC3)ccc21,,train
3.17,C[S+]([O-])CCN1C(=O)C(NC(=O)c2cc3cc(Cl)sc3[nH]2)Cc2ccccc21,,train
2.63,CC1=C2C[C@H]3[C@@H](CC=C4C[C@@H](O)CC[C@@]43C)[C@@H]2CC[C@]12O[C@@H]1C[C@H](C)CN[C@H]1[C@H]2C,,train
1.73,CCN(C(=O)Cc1ccc(S(C)(=O)=O)cc1)C1CCN(CCC(c2ccccc2)c2ccc(S(C)(=O)=O)cc2)CC1,,train
3.5,COc1ccc2c(Oc3ccc(CC(=O)Nc4cn(C)nc4C)c(OC)c3)ccnc2c1,,train
3.94,CC(=O)[C@H]1CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3CC[C@]12C,,train
1.33,CN1c2ccccc2C(NCCCCCCC(=O)O)c2ccc(Cl)cc2S1(=O)=O,,train
3.4,O=C1CCOc2cc(OCc3cccc(F)c3)ccc21,,train
3.08,OCCOCCN1CCN(C(c2ccccc2)c2ccc(Cl)cc2)CC1,,train
3.04,O=C(CC1CCN(Cc2ccn(-c3ccc(C(F)(F)F)cc3)c2)CC1)NC(c1ccc(F)cc1)c1ccc(=O)[nH]c1,,train
1.37,CCC(C)(C)C[C@H](c1ccc(C(=O)O)c(Oc2cccc(Cl)c2)c1)N1CCC[C@H](n2cc(C)c(=O)[nH]c2=O)C1,,train
3.6,C[C@@H]1CN(C(=O)OC(C)(C)C)CCN1c1ncc(OCc2ccc(S(C)(=O)=O)cc2)cn1,,train
3.8,Cc1cnccc1COc1cnc(N2CCN(C(=O)OC(C)(C)C)CC2)nc1,,train
3.02,COc1cc(OC2CCN(C)CC2)c2c(Nc3cccc4c3OCO4)ncnc2c1,,train
1.4,Cc1nc(C)c(-c2ccc([C@H]3CC[C@H](Cc4nnn[nH]4)CC3)cc2)nc1C(N)=O,,train
3.3,COc1cc(N2CCN(C(C)=O)CC2)ccc1Nc1ncc(Cl)c(-c2cnc3cc(C)ccn23)n1,,train
1.83,CCOC(=O)c1ccc(N)cc1,,train
3.05,COCCC(=O)N[C@@H](C)c1ccc(Nc2ncc3cc(-c4ccncc4)ccc3n2)cc1,,train
2.82,COc1ccnc(NC2CCN(C(=O)c3ccc(Cl)cc3)CC2)c1,,train
2.36,COc1cc2nnc(C(N)=O)c(Nc3ccc(F)cc3F)c2cc1N1CCN(C)CC1,,train
1.68,Cc1ccc(S(=O)(=O)Nc2c(C(=O)NC3CCCCC3)c(C)nn2-c2ccccc2)cc1,,train
3.29,C[C@H](CO)Nc1nc(SCc2cccc(F)c2F)nc2nc(N)sc12,,train
0.68,Cc1nc2c(C#N)cnn2c(O)c1Cc1ccccc1,,train
-0.42000017,Oc1ncnc2[nH]ncc12,,train
2.28,Clc1ccc2c(c1)C(N1CCNCC1)=Nc1ccccc1O2,,train
2.08,N#Cc1c(N)nc2c(c1N)CC(COc1ccccc1)O2,,train
1.79,CCCSc1nc(Oc2ccc(CC(=O)O)cc2)ccc1C(=O)NC1CCCCC1,,train
1.6,N#CC1(NC(=O)[C@@H]2CCCC[C@H]2C(=O)N2CCN(c3nc4ccncc4s3)CC2)CC1,,train
-0.14999995,Cc1cccc(C)c1NC(=O)C(C)N,,train
1.42,C[C@H]1O[C@@H](n2cnc3c(N)nc(OCC4CC(F)(F)C4(F)F)nc32)[C@H](O)[C@@H]1O,,train
0.77000004,CCN(CC)C(=O)c1ccc(C2=CC3(CCNCC3)Oc3ccccc32)c(O)c1,,train
-0.119999975,O=C1OCCN1N=Cc1ccc([N+](=O)[O-])o1,,train
3.33,O=c1ccoc2cc(OCc3ccccc3)ccc12,,train
1.28,N=C(N)SCc1ccc(Cl)c(Cl)c1,,train
-0.040000048,COc1cc(-n2cnc3cc(-c4ccc(Cl)cc4)sc3c2=O)ccc1OC[C@H](OP(=O)(O)O)C1CC1,,train
3.6,Fc1cccc(CN2CCN(c3ccc4nnc(C(F)(F)F)n4n3)CC2)c1F,,train
2.47,Cc1ccc(-c2ccc(N)nn2)cc1NC(=O)c1ccc(OCc2ccccn2)cc1,,train
2.35,Cc1nn(-c2ccc(F)cc2)c(NS(=O)(=O)c2ccc(C(F)(F)F)cc2)c1C(=O)N[C@@H](C)C(C)(C)C,,train
2.11,CN1Cc2c(N)cccc2[C@@H](c2ccccc2)C1,,train
-0.90000015,CCCCc1ncc(/C=C(\Cc2cccs2)C(=O)O)n1Cc1ccc(C(=O)O)cc1,,train
2.7,NS(=O)(=O)c1ccc(Nc2nccc(-c3cnc4ccccn34)n2)cc1,,train
2.5,NC1(c2ccc(-c3ncc4cccn4c3-c3ccccc3)cc2)CCC1,,train
-0.34000024,Cc1ccc2c(c1)c(-c1ccnc3c(S(C)(=O)=O)cccc13)c(C)n2CC(=O)O,,train
2,CC(C)CNc1nc(C#N)nc(N2CC(O)C2)c1N,,train
1.9,CC(C)CNCc1ccc(-c2ccccc2S(=O)(=O)N2CCCC2)cc1,,train
4.26,COc1cc2ncnc(Nc3cc(NC(=O)c4cccc(N(C)C)c4)ccc3Cl)c2cc1OC,,train
0.82,COc1ccccc1CCNCc1cccc(CCNC[C@H](O)c2ccc(O)c3[nH]c(=O)sc23)c1,,train
2.3,Fc1ccc2cn[nH]c2c1,,train
2.7,Cc1ccccc1NC(=O)CCS(=O)(=O)c1ccc(Br)s1,,train
2.9,O=C(Nc1ccccc1)c1cc(Cl)ccc1O,,train
-1.42,Nc1nc2c(ncn2COCCO)c(=O)[nH]1,,train
0.7300001,Oc1nc2ccccc2c(O)c1-c1ccccc1,,train
2.8,COCCNS(=O)(=O)c1ccc(Nc2nccc(-c3cnc4cccnn34)n2)cc1,,train
-0.1999999,CC(C)(C)c1cc(O)n2nc(N)nc2n1,,train
0.16,O=C(N[C@@H](Cc1cccc(OCCCNc2ccccn2)c1)C(=O)O)c1c(Cl)cccc1Cl,,train
0.8,C[C@@]1(c2cc(-c3cncnc3)c(F)cc2F)CCSC(N)=N1,,train
2.32,COc1cc2c(Nc3ncc(NC(=O)c4ccccc4)cn3)ncnc2cc1OCCCN1CCOCC1,,train
2.9,Cc1cnc(Nc2cc(N3CCN(C)CC3)nc(N[C@@H](C)c3ccc(F)cn3)n2)s1,,train
3.4,C#CCn1c(=O)c2c(-c3nc(C#N)cn3C)n(Cc3ccnc4ccc(Cl)cc34)nc2n(CC2CC2)c1=O,,train
4.13,O=C(c1ccc(OCCN2CCCCC2)cc1)c1c(-c2ccc(O)cc2)sc2cc(O)ccc12,,train
1.98,COCc1ccoc1C(=O)N(c1ccc(OC)cc1OC)C(C(=O)NC[C@@H](C)O)c1ccccc1F,,train
2.91,CS(=O)(=O)c1cccc(Nc2nccc(Nc3cccc4[nH]ncc34)n2)c1,,train
2.3,Nc1[nH]ncc1-c1cc(Cl)ccc1Oc1cc(F)c(S(=O)(=O)Nc2cscn2)cc1Cl,,train
0.67000014,O=C(O)CN1C(=O)C(NC(=O)c2cc3sc(Cl)c(Cl)c3[nH]2)Cc2ccccc21,,train
1.27,COc1cccc(/C=C2\SC(=O)NC2=O)c1N1CCC[C@@H](N)C1,,train
3.52,CS(=O)(=O)c1cccc(Nc2nccc(Nc3cccc4ccoc34)n2)c1,,train
1.91,CC(C)[C@H](NC(=O)C[C@H](NC(=O)/C=C/c1ccccc1)c1ccccc1)C(=O)[C@@H]1C(=O)NC(=O)[C@H]1C,,train
3.57,COc1ccccc1C(C#N)NC(=O)[C@@H]1CCCC[C@H]1C(=O)N1CCN(Cc2ccc(F)cc2)CC1,,train
2.41,COc1ccc2nc(N[C@H]3CCC[C@H](NCc4ccsc4)C3)cc(C)c2c1,,train
2.99,Cc1cccc2c3c([nH]c12)CCN(C(=O)[C@@H]1CCCC[C@H]1C(=O)NC1(C#N)CC1)C3,,train
3.15,c1ccc(-c2nnc3ccc(NC4CC4)nn23)cc1,,train
2.07,Cc1ccc(CCOCCNS(=O)(=O)CCCNCCc2ccc(O)c3nc(O)sc23)cc1,,train
0.56,CC1CC(=O)Nc2ccccc2N1,,train
-0.51000005,Cc1cn([C@H]2CCCN(Cc3ccc(C(=O)O)c(Oc4cccc(Br)c4)c3)C2)c(=O)[nH]c1=O,,train
0.9700001,Cc1nnsc1C(=O)Nc1ccccc1,,train
2.77,CCS(=O)(=O)c1ccc(-c2cc(C(F)(F)F)ccc2OCC(N)=O)c(C)c1,,train
1.17,COC(=O)c1ccc(Cn2[nH]c(=O)c3[nH]c4cc(Cl)ccc4c(=O)c3c2=O)cc1,,train
1.6,COc1cc(OC)c(S(=O)(=O)N(c2ccccc2)C(C)C)cc1NC(C)=O,,train
3.3,O=c1cc(N2CCOCC2)nc2n(Cc3cccc(Cl)c3Cl)ccn12,,train
1.18,Cc1ccc2nc(CCNCCCO)ccc2c1NC(=O)CC12CC3CC(CC(C3)C1)C2,,train
2.6,Cc1ccc(Cl)c(Nc2ccnc(Nc3ccc(OCC(O)CN(C)C)cc3)n2)c1,,train
2.87,COc1cc(C(=O)NC2CCN(C)CC2)ccc1Nc1ncc2c(n1)N(C1CCCCC1)CCC(=O)N2C,,train
4.28,Fc1ccc(CNc2ncc(Br)c(Nc3cc(C4CC4)[nH]n3)n2)cc1,,train
1.86,O=c1[nH]c2c(O)ccc([C@@H](O)CNCCOc3cccc(CNCCc4ccccc4F)c3)c2s1,,train
-0.36999997,Nc1ccc(S(=O)(=O)Nc2nccs2)cc1,,train
2.32,C[C@@H](COCCCS(=O)(=O)CCNCCc1ccc(O)c2nc(O)sc12)c1ccccc1,,train
1.91,Cc1cc(Nc2cc(N3CCOCC3)nc(N[C@@H](C)c3ncc(F)cn3)n2)n[nH]1,,train
2.61,O=C1O[C@@H](COc2ccon2)CN1c1ccc(C2=CCOCC2)c(F)c1,,train
1.71,N#Cc1c(-c2ccccc2)nc(SCCc2ccccc2)[nH]c1=O,,train
2,Nc1nc2ccccc2s1,,train
3.32,CN1CC=CCC(c2ccc(Cl)c(Cl)c2)C1,,train
2.49,O=C(c1ccc(F)cc1)C(O)c1ccc(F)cc1,,train
2.42,O=C(NCc1ccncc1)c1ccc(Oc2ccc(C#C[C@]3(O)CN4CCC3CC4)cc2)cc1,,train
0.4400001,NNc1nc2ccccc2[nH]c1=O,,train
1.7,Nc1n[nH]c2c(Cl)cccc12,,train
2.5,COC(=O)N1CCOc2cc(COc3ccccc3)cnc21,,train
-0.56,N=C(N)NC(=O)c1nc(Cl)c(NCc2ccccn2)nc1N,,train
