Solubility,compound,solvent,set
-8.4901,Clc1cc(Cl)c(c(Cl)c1)c2c(Cl)c(Cl)cc(Cl)c2Cl,,train
-1.14,CCN(CC)S(=O)(=O)N(CC)CC,,train
-2.3069322,CC(=O)Nc1ccc(cc1)[S](=O)(=O)CCO,,train
-1.1831208,CN1C(=C(NC=O)C(=O)N(C)C1=O)N,,train
-1.0004,Oc1ccc(O)c(C=O)c1,,train
-3.74,CC(C)CC(NC(=O)OCC1C2=C(C=CC=C2)C2=C1C=CC=C2)C(=O)O,,train
-3.7413,Cc1cccc2ccccc12,,train
-4.02,CC(=O)C1=CC=C(C=C1)N=C=S,,train
-2.5221,CCCCCCNC(=O)c1cccnc1,,train
-0.16700019,CC(C)(C(O)=O)C(O)=O,,train
-3.0592785,CC(=C)[C@@H]1C[C@@H](CC[C@@]1(C)C=C)C(C)(C)O,,train
-3.9751165,CC(C)[C@@H]1CC[C@@H](C)C[C@H]1OC(C)=O,,train
-1.09,CN(CCO)C(=O)COC(=O)C1=CC=CC=C1,,train
-4.4001,Brc1ccc2ccccc2c1,,train
-1.5208,O=[S]1(=O)NCc2ccccc12,,train
-5.5712,CCCCSC(SCc1ccc(cc1)C(C)(C)C)=Nc2cccnc2,,train
-8.141626,CC\1=NN(C(=O)C1=N/Nc2ccc(cc2Cl)c3ccc(N\N=C4/C(=NN(C4=O)c5ccccc5)C)c(Cl)c3)c6ccccc6,,train
-2.29,C1(NC(C(c2ccccc2)(C(=O)N1)CC)=O)=O,,train
-3.9922483,CC(C)Cc1ccc(cc1)C(C)C(O)=O,,train
-1.38,CC1=NC=C([N]1CCO[P](O)(O)=O)[N+]([O-])=O,,train
1.0262998,Nc1cccnc1,,train
-1.0574,NC(=O)C(Br)Br,,train
-3.5932,CNC(=O)Oc1cc(C)c(N(CC=C)CC=C)c(C)c1,,train
-4.33,CCOC1=C(CN(C1=O)C(C)C)[N+](=O)[O-],,train
-5.4703,CCC(C)Nc1c(cc(cc1[N+]([O-])=O)C(C)(C)C)[N+]([O-])=O,,train
-5.036826,Cc1ccc(cc1N=C=O)N2C(=O)N(c3ccc(C)c(c3)N=C=O)C2=O,,train
-2.1445,CN1C(=O)COc2ccccc12,,train
-4.4503,CCCC(C)C(=O)Nc1ccc(C)c(Cl)c1,,train
1.0596999,CCCCCN,,train
-2.67,CCOC(=O)OC1=CC=C(NC(C)=O)C=C1,,train
-5.2721,CC(=O)C1(C)CCC2C3C=C(C)C4=CC(=O)CCC4(C)C3CCC12C,,train
-4.246128,CCCCCCCC[Si](OC)(OC)OC,,train
-3.4843,C[C@]12CC(=O)[C@H]3[C@@H](CCC4=CC(=O)CC[C@]34C)[C@@H]1CCC2=O,,train
1.1359004,CC(C)CN,,train
0.51213634,Cc1[nH]ccn1,,train
-4.3005,CCOC(=O)CCN(Cc1ccccc1)SN(C)C(=O)O\N=C(\C)SC,,train
-4.7982,CO[P](=S)(NC(C)C)Oc1ccc(Cl)cc1Cl,,train
-1.4001,CC(=O)Nc1ccccc1Cl,,train
-9.5,ClC1=C(Cl)C=C(OC2=C(Cl)C(=C(Cl)C(=C2)Cl)Cl)C(=C1)Cl,,train
-1.38,Cc1ccc(O)cc1C,,train
-7.3022995,Fc1cccc(F)c1C(=O)NC(=O)Nc2cc(Cl)c(F)c(Cl)c2F,,train
-2.09,CC1CN(C)C(C)C2=NC3=C(C=CC=C3)C(=O)N12,,train
-3.41,CC1=CC=CC(N(O)C(=O)CCC2=CC=CC=C2)=C1,,train
-0.41999996,OC(c(cccc1)c1)C(NC)C,,train
-2.8092,OC(=O)c1cc(O)c(O)c(OC(=O)c2cc(O)c(O)c(O)c2)c1,,train
-4.3341,C[C@H]1CCCC[C@@H]1C,,train
0.98232806,NCCNCCO,,train
-3.875,CC(C)(C)c1cc(c(O)c(c1)C(C)(C)C)C(C)(C)C,,train
-9.42,Clc1cc(Cl)c(c(Cl)c1Cl)c2cc(Cl)c(Cl)c(Cl)c2Cl,,train
-3.9172,[O-][N+](=O)c1cc2cccnc2c3ncccc13,,train
-3.0077,CNC[C@H](O)c1ccc(O)c(O)c1,,train
-1.4249,ONC1=C(CCCCC1)N=O,,train
-8.3748,Clc1cc(Cl)cc(c1)c2cc(Cl)cc(Cl)c2,,train
0.9275001,CC(O)CNCCN,,train
-5.1898813,CCCCOC(=O)CCC(C)(OOC(C)(C)C)OOC(C)(C)C,,train
-0.8598205,CC1(C)CC(O)CC(C)(C)N1CCO,,train
-9.29,Clc1ccc(c(Cl)c1Cl)c2c(Cl)c(Cl)c(Cl)c(Cl)c2Cl,,train
-0.096200116,O=Cc1occc1,,train
0.98249996,COC(=O)C(C)O,,train
-2.3403676,CCC(O)c1ccccc1,,train
-5.7116866,CCCCCCCCCCCCOC(=O)CCSCCC(=O)OCCCCCCCCCCCC,,train
-2.5301,CC(O)C(O)c1cnc2NC(=NC(=O)c2n1)N,,train
-0.63010013,CC(C)OC=O,,train
-0.41999996,CCCCOCCO,,train
-1.42,c12C(=O)C3=C(O)C4(O)C(=O)C=C(O)C(N(C)C)C4CC3C(O)(C)c1cccc2,,train
-8.89,ClC1=CC=C(Cl)C(=C1Cl)OC2=C(Cl)C(=C(Cl)C(=C2)Cl)Cl,,train
-7.127966,CCCCCCCCCC(C)(C)SSC(C)(C)CCCCCCCCC,,train
-0.63329995,IC#N,,train
-0.65929997,CSCCC(N)C(O)=O,,train
-2.6003,C[C@@H](Oc1ccc(Cl)cc1Cl)C(O)=O,,train
-1.3192,CCCOCCC,,train
-5.415041,CCCCCCCC[Sn](Cl)(Cl)CCCCCCCC,,train
-2.54,CC(=O)OCSC1=NC=NC2=C1N=C[N]2COC(C)=O,,train
-0.82123125,CCC(C)C=O,,train
-6.8644,ClC1CC2C(C1Cl)C3(Cl)C(=C(Cl)C2(Cl)C3(Cl)Cl)Cl,,train
-4.55,Ic1cccc2ccccc12,,train
-6.1958,Nc1cc2c3ccccc3ccc2c4ccccc14,,train
-2.7695,CCCCC#CC,,train
-2.15,CC(=O)OCSC1=NC=NC2=C1N=C[NH]2,,train
-12.0605,Clc1c(Cl)c(Cl)c2Oc3c(Cl)c(Cl)c(Cl)c(Cl)c3Oc2c1Cl,,train
-2.82,CC(C)CC(NC(=O)C(CC1=C[NH]C=N1)NC(=O)C(CC2=CC=CC=C2)NC(=O)OC(C)(C)C)C(O)CC(=O)NC(CC(C)C)C(=O)NC(CC3=CC(=CC=C3)CN)C(O)=O,,train
-2.2756,CC(C)C(C)C(C)C(O)C#CC(C)C(C)O,,train
0.95649993,OCC(O)CCl,,train
-2.3153,Nc1cc(Cl)cc(Cl)c1,,train
-1.2999998,ClC=CCl,,train
-2.2888,O=C1N=CNc2nc[nH]c12,,train
-1.7566476,COC(=O)c1ccccc1C,,train
-3.9,CC1=C(NC(=O)C2=CC(=C(Cl)C=C2O)[S](N)(=O)=O)C(=CC=C1)C,,train
-7.931984,Cc1cc(Cl)cc2SC(/C(=O)c12)=C/3Sc4cc(Cl)cc(C)c4C3=O,,train
-3.9433,ON(c1ccccc1)C(=O)c2cccc3ccccc23,,train
0.8262602,OCCN(CCO)CCO,,train
-2.4863756,CC(=C)C(=O)OC(C)(C)C,,train
-1.86,CCOC(=O)C(CC1=CC=CC=C1)NC(C)=O,,train
-2.7104664,C1CCC=CC1,,train
-5.674,CCOC(=O)C(C)Oc1cccc(Oc2sc3cc(Cl)ccc3n2)c1,,train
-5.5307,CC(C)N1C(=O)N(CSC1=NC(C)(C)C)c2ccccc2,,train
-4.740177,CO[C@]1(C)CCC23C[C@@H]1C(C)(C)[C@@H]2CC[C@H]3C,,train
-3.23,O=C(O)COC1=C(Cl)C=C(Cl)C=C1Cl,,train
-2.62,CCN2c1ncccc1N(C)C(=O)c3cccnc23 ,,train
-2.528127,CCCCCC(C)CO,,train
-0.0936879,CO[P](C)(=O)OC,,train
-1.1158578,Oc1ccc2ccccc2c1N=Nc3ccc(cc3)[S]([O-])(=O)=O,,train
-1.0197,CCC1=CNC(=O)N=C1N,,train
0.8856,CC(O)COC(=O)C=C,,train
0.07019984,CC(=O)OC(C)=O,,train
-1.7111124,CC1CCC(C(O)C1)C(C)=C,,train
-1.7209723,CCOC(=O)C(Cl)C(=O)OCC,,train
-1.8,CC(=O)OC1=CC=CC=C1C(=O)OCC(=O)N2CCOCC2,,train
-1.13,CC1CC(C)C(=O)C(C1)C(O)CC2CC(=O)NC(=O)C2,,train
-0.026700148,CNC(=O)O\N=C(/C)C(C)[S](C)(=O)=O,,train
-2.1,CCCCCCC(=O)NNC(=O)C1=CC=NC=C1,,train
-2.6796,Oc1cc(ccc1[N+]([O-])=O)[N+]([O-])=O,,train
-1.863533,CC(C)(O)c1cccc(c1)C(C)(C)O,,train
-5.9521,CCO[P](=S)(OCC)Oc1cc(Cl)c(Br)cc1Cl,,train
-1.4954231,O=C1N(CC2CO2)C(=O)N(CC3CO3)C(=O)N1CC4CO4,,train
-3.7917821,CC(Cc1ccc(cc1)C(C)(C)C)C=O,,train
-1.0071,OC(=O)C(Br)=C(Cl)Br,,train
-7.9737153,CC(C)(C)CC(C)(C)c1cc(Cc2cc(cc(n3nc4ccccc4n3)c2O)C(C)(C)CC(C)(C)C)c(O)c(c1)n5nc6ccccc6n5,,train
-2.1618,Oc1ccc2ncccc2c1,,train
-3.684,CCSC(=O)N(CC(C)C)CC(C)C,,train
-2,Fc1ccccc1F,,train
-7.959,CCCCCCCCCCc1ccccc1,,train
-3.2301,FC(Cl)(Cl)C(F)(Cl)Cl,,train
-0.58930004,Cc1ccc(C)c(C)n1,,train
1.1186441,OCCCO,,train
-1.4057515,OC(=O)CCc1ccccc1,,train
-5.0846643,CC1(C)CC2(CC(C)(C)N1)OC3(CCCCCCCCCCC3)NC2=O,,train
-1.38,CCSC(=S)NC(CC(=O)O)C(=O)O,,train
-7.5746,CC(C)=CC1C(C(=O)OC(C#N)c2cccc(Oc3ccccc3)c2)C1(C)C,,train
-6.983571,COc1ccc(cc1)\C=C/2N=C(OC2=O)c3ccc(cc3)C4=NC(=C/c5ccc(OC)cc5)/C(=O)O4,,train
-3,CN1N=C(SC1=N[S](=O)(=O)C2=C(C)C=C(C)C=C2C)[S](N)(=O)=O,,train
-0.4312998,CCOC(=O)c1cccnc1,,train
-2.5243,S=C1Nc2cncnc2N1,,train
0.24530016,CC(C)(N)C(O)=O,,train
-6.9637146,CC(=O)Nc1cc(ccc1N=Nc2ccc(cc2Cl)[N+]([O-])=O)N(CCOC(C)=O)CCOC(C)=O,,train
-2.01,N[S](=O)(=O)C1=NN=C(N[S](=O)(=O)C2=CC=C(Cl)C=C2)S1,,train
0.8123001,CC[NH2+]CC,,train
-1.784,COC1=C(C#N)C(=O)N(C)C=C1,,train
-1.4489,CCOC(=S)SC(C)C(O)=O,,train
-2.32,CCC1(CC)C(=O)NC(=S)NC1=O,,train
-6.7447,c1ccc2c(c1)c3ccccc3c4ccccc24,,train
-2.5803,S=C1Nc2nc[nH]c2C=N1,,train
-8.386095,CCN(CCOc1ccc(cc1)C2CCCCC2)c3ccc(C=C(C#N)C#N)c(C)c3,,train
-0.56070006,CCOC(C)C,,train
0.7778715,OCC#CCO.ClCC1CO1,,train
-5.2826,CCCCOC(=O)[C@@H](C)Oc1ccc(Oc2ccc(cn2)C(F)(F)F)cc1,,train
-0.49080002,OC(=O)CC(SC(CC(O)=O)C(O)=O)C(O)=O,,train
-4.6582,CC(C)c1ccc2c(CC[C@H]3[C@@](C)(CCC[C@]23C)C(O)=O)c1,,train
0.51680386,CCC(CO)(CO)C(O)=O,,train
-3.17,CCCCCCCC(=O)OC,,train
-6.293,CCN(CCO)c1ccc(cc1)N=Nc2ccc(cc2)[N+]([O-])=O,,train
-2.6532063,CCC(C)COC(=O)C=C,,train
-0.55799997,Cn1cnc2N(C)C(=O)N(CCCCC(C)=O)C(=O)c12,,train
-8.68,Clc1cc(Cl)c(Cl)c(c1)c2c(Cl)cc(Cl)c(Cl)c2Cl,,train
-1.5867,CCCC(C)(O)CCC,,train
-7.1158853,CCN(CC)c1ccc(N=Nc2c(Cl)cc(cc2[N+]([O-])=O)[N+]([O-])=O)c(NC(C)=O)c1,,train
-5.09,COC1=CC2=C(C=C1OC)C(=NC(=N2)N3CCN(CC3)C(=O)C4=CC=CO4)N,,train
-0.6984762,CCN(CC)c1ccc(cc1)C(c2ccc(cc2)N(CC)CC)c3c4cc(ccc4ccc3[S](O)(=O)=O)[S](O)(=O)=O,,train
-5.5299664,CCCCCCCCCCCCCCCCCC[P](=O)(OC)OC,,train
-4.4927855,CCC(COCC(CC)(COC(=O)C=C)COC(=O)C=C)(COC(=O)C=C)COC(=O)C=C,,train
-0.9642,CC(Br)C(=O)NCC(=O)NCC(O)=O,,train
-2.89,CC1=NC=C([N]1CCOC(=O)C2=CC=C(CN3CCOCC3)C=C2)[N+]([O-])=O,,train
-1.1797979,ClC(Cl)(Cl)C(=O)C(Cl)(Cl)Cl,,train
-2.6223,[O-][N+](=O)NC1=NCCN1Cc2ccc(Cl)nc2,,train
-1.913,COCC(=O)N(N1CCOC1=O)c2c(C)cccc2C,,train
-5.85,CCCN1C(=O)N(CCC)C2=C([NH]C(=N2)[C]34CC5[CH2]C(C[CH]3C5)C4)C1=O,,train
0.18509994,CCC(C)N,,train
0.08456122,CC(=O)[C-]1C(=O)OC(=CC1=O)C,,train
-1.259,OC(=O)c1cc(C(O)=O)c(cc1C(O)=O)C(O)=O,,train
-5.3999,CCCCCCCCOC(=O)c1ccc(N)cc1,,train
-4.15,CC(=O)NC1=CC=C(S(=O)(=O)NC2=NC(C)=CS2)C=C1,,train
-1.2899752,CCCCCCC(O)CO,,train
-6.82,ClC1=CC(=C(OC2=CC=C(Cl)C=C2Cl)C=C1)Cl,,train
-1.1599998,C[N]1C(=NC=C1[N+]([O-])=O)C,,train
-1.1185,CC1=CC(=O)CC(=O)O1,,train
-2.21,CC1C\C=C\C=C\C=C\C=C\C(CC2OC(O)(CC(O)CC3OC3/C=C/C(=O)O1)CC(O)C2C([O-])=O)OC4OC(C)C(O)C([NH3+])C4O,,train
0.98669994,CC(=O)NCCO,,train
-2.433238,CC1CC(C)(CO1)c2ccccc2,,train
-1.62,CC1=C(C=C(N)C=C1)[S](O)(=O)=O,,train
-3.1767964,C\C=C1/CC2CC1C=C2,,train
-1.5044,CCCO[N+]([O-])=O,,train
-2.48,COC(=O)C[S](=O)(=O)C1=CC=C(Br)C=C1,,train
-2.392752,O=C1Nc2ccccc2N1,,train
0.8380333,C[C@@H]1CO1,,train
-3.6137,CC(C)(C)C(=O)C(Oc1ccc(Cl)cc1)n2cncn2,,train
0.179,OC1CC(O)(CC(O)C1O)C(O)=O,,train
-1.0114936,Clc1ccc(Br)cc1Cl,,train
-3.56,CCCCCCCCCCNC(=O)OCC1OC(O)C(O)C(O)C1O,,train
1.1132001,NC(=O)CF,,train
0.62865627,O[P](O)(O)=O,,train
-3.1265,CCCCCCO[N+]([O-])=O,,train
-3.11,CC12CCC(=O)C=C1CCC3C4CCC(O)(C(=O)CO)C4(C)CC(=O)C23,,train
-1.6405,NC(=O)COC(=O)c1ccccc1,,train
-2.8289,CCCCCCOC(=O)CCOCC,,train
-3.4585,CCCC(C)C1(CC=C)C(=O)NC(=S)NC1=O,,train
-8.4746,CCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCC,,train
-4.4611,Oc1cc(c2ccccc2)c(cc1[N+]([O-])=O)[N+]([O-])=O,,train
0.2918998,CCC1OCCO1,,train
-1.96,O=C(O)C=CC(N=CN1)=C1,,train
0.28059995,CNCl,,train
-1.6252,CCCCN1C(=O)N(C)c2ncn(C)c2C1=O,,train
0.24750005,CC(OC(C)=O)C#N,,train
-4.9544,Clc1cc(Cl)nc(n1)c2ccccc2,,train
-5.3669,CCC(=O)O[C@H]1CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3CC[C@]12C,,train
-4.1586,CN1C(=C(/O)Nc2ccccn2)/C(=O)c3ccccc3[S]1(=O)=O,,train
-0.21500005,CC1(C)C2CCC1(C)C(=O)C2CO,,train
-1.226,CC(=O)C1C(=O)OC(=CC1=O)C,,train
-0.6737,CC(=O)OCCBr,,train
-1.8632,NN=C1N=CNc2nccnc12,,train
0.08302318,COCC(C)OC(C)=O,,train
-2.637593,CCCCCCCCO,,train
-3.67,CCCCCC(O)/C=C/C1C(O)CC(=O)C1CCCCCCC(O)=O,,train
-4.4492,Cc1ccc(cc1)C(=O)c2csc(c2)[S](N)(=O)=O,,train
-2.17,COC(=O)C(CC=C)(CC=C)C(=O)NC(N)=O,,train
-7.1160297,CCCCCCCCCCCCCCCCCC(=O)OCCCC.CCCCCCCCCCCCCCCC(=O)OCCCC,,train
-0.6940001,C\C(=C/C(O)=O)C(O)=O,,train
-4.285896,[S-]c1sc2ccccc2n1.[S-]c3sc4ccccc4n3,,train
0.12999998,CC(=O)NC1=CC=C(OP(O)(=O)O)C=C1,,train
-0.5608138,C(CCOCC1CO1)COCC2CO2,,train
-2.8690758,O=[P]12OB(O1)O2,,train
-1.3381,OC(=O)CSC1CCCCC1,,train
0.63530004,OC[C@@H](O)[C@@H](O)[C@H](O)C(=O)CO,,train
-3.6687,CN1C(=O)[C@]23CC4=CC=C[C@H](O)[C@H]4N2C(=O)[C@@]1(CO)SS3,,train
-3.9311702,CC(=O)OC(C)(C)C1CCC(=CC1)C,,train
-5.8541,Cc1ccc2C(=O)c3ccccc3C(=O)c2c1N,,train
-3.2196,ICCI,,train
-4.63,CC12CCC3C(CCC4=CC(=O)CCC34)C1CCC2(O)C#C,,train
0.19277297,Cc1c(O)cccc1O,,train
-1.7618,S=C1NSC(=S)N1,,train
-0.9527,CN1C(=O)N(C)C2=C(N(C)C(=O)N2C)C1=O,,train
-1.5706,CNC(=O)Oc1ccccc1C2OCCO2,,train
-3.151505,S=C1Nc2ccccc2S1,,train
-8.405955,S=[SnH2],,train
0.080000035,C[N]1C=NC2=C1C(=NC(=O)N2)NCCO,,train
-4.5695,CO[P](=S)(OC)Oc1ccc(SC)c(C)c1,,train
-4.796,[O-][N+](=O)c1ccc(NN=C2C=CC(=O)C=C2)cc1,,train
-2.71,S=C1NC2=C(C=NC=N2)N=C1,,train
-7.02,ClC1=C(Cl)C(=C(Cl)C(=C1)Cl)OC2=CC=CC=C2,,train
0.6121582,NC(=O)c1cccnc1,,train
-3.04,CCC1=NC2=C(N=C(N)N=C2)N=C1CC,,train
-1.7134805,CCCCC(CC)CN,,train
-1.32,CC1CCC(C)C(=NO)C1=NO,,train
-7,ClC1=CC=C(OC2=CC(=C(Cl)C=C2)Cl)C(=C1)Cl,,train
-3.362302,CCCCC(CC)CO[P](O)(=O)OCC(CC)CCCC,,train
0.3577,OCC1OC(OC2C(O)C(O)C(O)OC2CO)C(O)C(O)C1O,,train
-2.2628407,CCCCC(CC)C=O,,train
-3.408,CCNP(=S)(OC)OC(=CC(=O)OC(C)C)C,,train
-2.62,CC(C)CC1(CCO)C(=O)NC(=S)NC1=O,,train
-0.794,CN1C(=O)N=CC2=C1NC(=O)N2,,train
-7.3309016,CC(=O)C(N=Nc1ccccc1C(O)=O)C(=O)Nc2ccc3NC(=O)Nc3c2,,train
-4.3495,CC\C(c1ccc(O)cc1)=C(\CC)c2ccc(O)cc2,,train
-2.4522,CCC(CC)O[N+]([O-])=O,,train
-6.7697,CCCCCCCCCCCCCCCCO,,train
0.41455877,NNC(=O)NN,,train
-1.5124,CCO[P](=O)(OCC)SC[S](=O)CC,,train
-3.955042,CCCCCCCC\C=C/CCCCCCCCNCCCN,,train
-4.0814,OC(=O)c1ccccc1C(=O)Nc2ccccc2,,train
-3.4994,CC(C)c1cccc(C)c1,,train
-3.335193,C=CC1CCC=CC1,,train
-0.06869996,CCC[C@@H](N)C(O)=O,,train
-1.66,CCCCC(=O)OCN1C(=O)NC=C(F)C1=O,,train
-2.7477,CCOC(=O)C(NC=O)=Cc1cocc1,,train
-1.0022923,CN1COCN=C1N[N+]([O-])=O,,train
-1.1991999,CCC(CC)(C(N)=O)C(N)=O,,train
-5.2151,[O-][N+](=O)c1ccc(Oc2ccc(cc2[N+]([O-])=O)C(F)(F)F)cc1,,train
-7.397034,FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)Br,,train
-4.13,CC(=O)OCC(=O)C1(O)C(CC2C3CCC4=CC(=O)C=CC4(C)C3(F)C(O)CC12C)OC(C)=O,,train
-3.74,CC(C)(C)c1sc(N[S](=O)(=O)c2ccc(N)cc2)nn1,,train
-2.92,CC1=CC(=C(C)C=C1)C(O)=O,,train
-1.0486616,O=C1CC(=O)NC(=O)N1,,train
0.43186677,OCCN1CCN(CC1)CC[S]([O-])(=O)=O,,train
0.6086,CC[S](=O)CCS[P](=O)(OC)OC,,train
0.35105717,CC(C)(O)C=C,,train
1.0649999,C1O[C@@H]1[C@H]2CO2,,train
-6.356031,CCCCCCCCOC(=O)\C=C\C(=O)OCCCCCCCC,,train
-3.37,CC1CN(CC(C)N1)C2=C(F)C3=C(C(=C2F)N)C(=O)C(=CN3C4CC4)C(O)=O,,train
-3.2831,COC(=O)CCCCCCCCC(=O)OC,,train
-8.44,ClC1=CC=C(OC2=C(Cl)C(=C(Cl)C(=C2)Cl)Cl)C(=C1)Cl,,train
-5.4002,c1ccc2nc(ccc2c1)c3ccc4ccccc4n3,,train
-3.0104,CCOC(=O)C1(CC1)[S](=O)(=O)c2ccc(C)cc2,,train
-4.193,CCCCOCN(C(=O)CCl)c1c(CC)cccc1CC,,train
-2.69,COC1=C(OC)C=C(CCNC(=O)CNC2=CC(C(N)=O)=CC=C2)C=C1,,train
-7.2523947,CC(C)CCCCCCCOC(=O)CCCCCCCCC(=O)OCCCCCCCC(C)C,,train
-2.4199677,O=CC1CCC2C3CCC(C3)C12,,train
-4.217,Ic1ccccc1I,,train
-2.510545,CCC(C)(C)Cl,,train
-6.5663,Cc1c2ccccc2c(C)c3ccccc13,,train
0.40840018,CNCC(O)C(O)C(O)C(O)CO,,train
-2.1850915,Nc1ccc(c(N)c1)[N+]([O-])=O,,train
-4.73,NC1=CC=C(C=C1)[S](=O)(=O)NC2=CC=CC(=C2Cl)Cl,,train
-3.9441702,CCCCCC,,train
-2.9776042,CCCC,,train
-3.955,CC1OC(O[C@H]2CC[C@]3(C)[C@H]4CC[C@]5(C)[C@H](CC[C@]5(O)[C@@H]4CCC3=C2)C6=COC(=O)C=C6)C(O)C(O)C1O,,train
-8.2696,Clc1cc(Cl)cc(c1)c2c(Cl)c(Cl)cc(Cl)c2Cl,,train
-5.49,O=C(NC1CCCCC1)NS(=O)(c1ccc(CCNC(c2cnc(cn2)C)=O)cc1)=O,,train
-4.8,NC1=CC=C(C=C1)[S](=O)(=O)NC2=NC(=O)N(CC3=CC=CC=C3)C=C2,,train
-2.08,COC(=O)C1CCCN1C(=O)COC(=O)C2=CC=CC=C2,,train
0.92893326,CC(CO)(CO)C=O,,train
-3.2959363,N[S](=O)(=O)c1sc(Cl)cc1,,train
0.12665974,CCC(C)(C)O,,train
-3.53,CCN(CC)C(=O)\C(=C/C1=CC(=C(O)C(=C1)[N+]([O-])=O)OC(=O)NC(C)(C)C)C#N,,train
-1.5031,ClCC[S](=O)(=O)CCCl,,train
0.8466853,OC\C=C/CO,,train
-2.54,NC1=CC2=C(S(=O)(=O)O)C=CC=C2C=C1,,train
-1.5687,CCc1nc2N(C)C(=O)N(C)C(=O)c2n1C,,train
-3.3622,CCCc1ccccc1,,train
-4.41,C1C(=O)NC2=C(C=C(C=C2)[N+](=O)[O-])C(=N1)C3=CC=CC=C3Cl,,train
-4.0976124,CC1(C)C2CCC3(C2)C1C(=O)CCC3(C)C,,train
-3.6703,COC(=O)C1(CC1)[S](=O)(=O)c2ccc(Br)cc2,,train
-2.7782269,COc1ccc(\C=C\C)cc1OC,,train
-7.4198055,Clc1ccc2Nc3cc4C(=O)c5cc(Cl)ccc5Nc4cc3C(=O)c2c1,,train
-1.1082999,CC1CCCC(O1)OC2CCCC(C)O2,,train
-4.02,Clc1c(Cl)c(Cl)c(Cl)c(O)c1OC,,train
-2.3906598,Nc1ccc(Cl)cc1O,,train
-3.8681538,CCCCOC(=O)CCCCC(=O)OCCCC,,train
-4.5035,COc1cc(cc(OC)c1OC)[C@H]2[C@@H]3[C@H](COC3=O)Cc4c(O)c5OCOc5cc24,,train
-7.2735305,CC(C)(c1cc(Br)c(O)c(Br)c1)c2cc(Br)c(O)c(Br)c2.ClCC3CO3,,train
-4.9530597,CC(C)CCCC(C)CCCC(C)(O)C#C,,train
-0.9907001,CCCCOC,,train
-2.08,CNC(=O)ON=C1C(C2)C(C#N)CC2C1Cl,,train
-1.4838,CCOc1nc(OCC)nc(OCC)n1,,train
-1.7182484,CCC(CO)(COCC=C)COCC=C,,train
-4.0104,COC(=O)C1(CCCC1)[S](=O)(=O)c2ccc(Br)cc2,,train
-4.59375,[O-][N+](=O)c1ccc(cc1)N=Nc2ccc(cc2)N(CCOCCC#N)CCC#N,,train
-8.7202,Clc1cc(cc(Cl)c1Cl)c2cc(Cl)c(Cl)c(Cl)c2Cl,,train
-2.205602,Nc1cc(ccc1O)[N+]([O-])=O,,train
-2.19,CC1=C(C)C(=NO1)N[S](=O)(=O)C2=CC=C(N)C=C2,,train
-7.6504993,Clc1ccc(cc1Cl)c2c(Cl)cc(Cl)c(Cl)c2Cl,,train
-4.1183,OC1(CCN(CCCC(=O)c2ccc(F)cc2)CC1)c3ccccc3,,train
-4.14,CCCCCC(=O)OC1=CC=C(NC(C)=O)C=C1,,train
-4.99,CO[P](=O)(OC1=C(Cl)C=C(Br)C(=C1)Cl)C2=CC=CC=C2,,train
-1.8467056,CCC(=O)c1cccc(Cl)c1,,train
-8.09,FC1=C(NC(=O)NC(=O)C2=C(F)C=CC=C2F)C=CC(=C1)OC3=CC=C(C=C3Cl)C(F)(F)F,,train
-4.7404,CCCC1CCCC1,,train
-0.3089248,Cl.CNCC(O)c1cccc(O)c1,,train
-7.25,Clc1cc(Cl)c(Cl)c(c2ccccc2)c1Cl,,train
-1.8122,CCCCC(O)C(C)C,,train
-0.4539107,CCCCCCCCCCCC[n+]1ccccc1,,train
-1.27,CC(CN1CC(=O)NC(=O)C1)N2CC(=O)NC(=O)C2,,train
-0.09000004,CN(C)C1=NC2=C(C=NC=N2)N=C1,,train
-0.094549306,CC1(C)CO1,,train
-1.4051913,CN[C@@H](C)[C@@H](O)c1ccccc1,,train
-2.8799224,CC(C)(c1ccc(O)cc1)c2ccc(O)cc2,,train
-2.1115377,CCCCCCCC(=O)NCC(O)=O,,train
-6.33,CC(=O)OC1C(=O)C2(C)C(O)CC3OCC3(OC(C)=O)C2C(OC(=O)C4=CC=CC=C4)C5(O)CC(OC(=O)C(O)C(NC(=O)C6=CC=CC=C6)C7=CC=CC=C7)C(=C1C5(C)C)C,,train
-0.052900203,Nc1ccncc1,,train
-2.3057,Fc1cc(F)c(F)c(F)c1,,train
-3.76,FC1=C(C2SCC3=NC4=C(C=CC=C4)[N]23)C(=CC=C1)F,,train
-0.4504999,FC(F)(F)c1[nH]c2cncnc2n1,,train
-5.5668106,CC(=O)OC1(CCC2C3CCC4=CC(=O)CCC4(C)C3CCC12C)C(C)=O,,train
-1.41,NC1C(O)C(O)C(O)C(O)C1O,,train
-2.22,CC1=NC(=O)C2=C(N1)C=CC(=C2)[N+](=O)[O-],,train
-0.7362684,CC1C=CCC2C1C(=O)OC2=O,,train
-3.14,CCC(CC)CC1(CCO)C(=O)NC(=S)NC1=O,,train
-5.5664,COc1cccc(C(=O)NN(C(=O)c2cc(C)cc(C)c2)C(C)(C)C)c1C,,train
